"func","desc"
"unmkpp","Extract piecewise polynomial details"
"unregisterallevents","Unregister all event handlers associated with COM objectevents at run time"
"unregisterevent","Unregister event handler associated with COM object eventat run time"
"unstack","Unstack data from single variable into multiple variables"
"untar","Extract contents of tar file"
"unwrap","Correct phase angles to produce smoother phase plots"
"unzip","Extract contents of zip file"
"uplus","Unary plus"
"upper","Convert string to uppercase"
"urlread","Download URL content to character vector (not recommended)"
"urlwrite","Download URL content and save to file (not recommended)"
"usejava","Determine if Java feature is available"
"userpath","View or change default user work folder"
"validateattributes","Check validity of array"
"validatestring","Check validity of text"
"ValueIterator","An iterator over intermediate values for use with mapreduce"
"values","Identify values in containers.Map object"
"vander","Vandermonde matrix"
"var","Variance of timeseries data"
"var","Variance"
"varargin","Variable-length input argument list"
"varargout","Variable-length output argument list"
"varfun","Apply function to table or timetable variables"
"vartype","Subscript into table or timetable by variable type"
"vectorize","Vectorize expression"
"ver","Version information for MathWorks products"
"verctrl","(To be removed) Source control actions (Windows platforms)"
"verLessThan","Compare toolbox version to specified character vector"
"version","Version number for MATLAB and libraries"
"vertcat","Concatenate arrays vertically"
"vertcat (tscollection)","Vertical concatenation for tscollection objects"
"vertexAttachments","Triangles or tetrahedra attached to specified vertex"
"vertexAttachments","(Not recommended) Return simplices attached to specifiedvertices"
"vertexNormal","Triangulation vertex normal"
"VideoReader","Create object to read video files"
"VideoReader","Read video files"
"VideoWriter","Create object to write video files"
"VideoWriter","Write video files"
"view","Viewpoint specification"
"viewmtx","View transformation matrices"
"visdiff","Compare two text files, MAT-Files, binary files, Zip files, or folders"
"volume","Volume of 3-D alpha shape"
"volumebounds","Coordinate and color limits for volume data"
"voronoi","Voronoi diagram"
"voronoiDiagram","Voronoi diagram"
"voronoiDiagram","(Not recommended) Voronoi diagram"
"voronoin","N-D Voronoi diagram"
"waitbar","Open or update wait bar dialog box"
"waitfor","Block execution and wait for condition"
"waitforbuttonpress","Wait for key press or mouse-button click"
"warndlg","Create warning dialog box"
"warning","Display warning message"
"waterfall","Waterfall plot"
"web","Open web page or file in browser"
"weboptions","Specify parameters for RESTful web service"
"webread","Read content from RESTful web service"
"websave","Save content from RESTful web service to file"
"webwrite","Write data to RESTful web service"
"week","Week number"
"weekday","Day of week"
"what","List MATLAB files in folder"
"whatsnew","Release Notes"
"which","Locate functions and files"
"while","while loop to repeat when conditionis true"
"whitebg","Change axes background color"
"who","List variables in workspace"
"whos","List variables in workspace, with sizes and types"
"width","Number of table variables"
"wilkinson","Wilkinson's eigenvalue test matrix"
"winopen","Open file in appropriate application (Windows)"
"winqueryreg","Item from Windows registry"
"winter","Winter colormap array"
"withtol","Time tolerance for timetable row subscripting"
"workspace","Open Workspace browser to manage workspace"
"write","Write data to remote host over TCP/IP"
"write","Write tall array to disk for checkpointing"
"writeChecksum","Compute and write checksum for current HDU"
"writeCol","Write elements into ASCII or binary table column"
"writeComment","Write or append COMMENT keyword to CHU"
"writeDate","Write DATE keyword to CHU"
"writeHistory","Write or append HISTORY keyword to CHU"
"writeImg","Write to FITS image"
"writeKey","Update or add new keyword into current HDU"
"writeKeyUnit","Write physical units string"
"writetable","Write table to file"
"writeVideo","Write video data to file"
"xlabel","Label x-axis"
"xlim","Set or query x-axis limits"
"xlsfinfo","Determine if file contains Microsoft Excel spreadsheet"
"xlsread","Read Microsoft Excel spreadsheet file"
"xlswrite","Write Microsoft Excel spreadsheet file"
"xmlread","Read XML document and return Document Object Model node"
"xmlwrite","Write XML Document ObjectModel node"
"xor","Find logical exclusive-OR"
"xslt","Transform XML document using XSLT engine"
"xtickangle","Rotate x-axis tick labels"
"xtickformat","Specify x-axis tick label format"
"xticklabels","Set or query x-axis tick labels"
"xticks","Set or query x-axis tick values"
"year","Year number"
"years","Duration in years"
"ylabel","Label y-axis"
"ylim","Set or query y-axis limits"
"ymd","Year, month, and day numbers of datetime"
"ytickangle","Rotate y-axis tick labels"
"ytickformat","Specify y-axis tick label format"
"yticklabels","Set or query y-axis tick labels"
"yticks","Set or query y-axis tick values"
"yyaxis","Create chart with two y-axes"
"yyyymmdd","Convert MATLAB datetime to YYYYMMDD numeric value"
"zeros","Create array of all zeros"
"zip","Compress files into zip file"
"zlabel","Label z-axis"
"zlim","Set or query z-axis limits"
"zoom","Turn zooming on or off or magnifyby factor"
"ztickangle","Rotate z-axis tick labels"
"ztickformat","Specify z-axis tick label format"
"zticklabels","Set or query z-axis tick labels"
"zticks","Set or query z-axis tick values"
